date,lat,lon,parameters,rfh_avg,vim_avg
2018-06-14,6.47657000016715,2.63913999971109,"{'context': {'mhm_elevation': '19', 'mhm_WaterSource': ''}, 'Larva Presence': {'mhm_LarvaeCount': '-9999', 'mhm_LarvaeCountMagnitude': '0', 'mhm_LarvaeCountIsRangeFlag': '0', 'mhm_LarvaFullBodyPhotoUrls': 'GLOBE Observer App', 'mhm_LocationMethod': '', 'mhm_LocationAccuracyM': '-9999'}, 'raw context 1': {'mhm_protocol': 'mosquito_habitat_mapper', 'mhm_updateDate': '2022-02-22 09:00:07', 'mhm_publishDate': '2022-06-28 16:50:17', 'mhm_organizationId': '17652688', 'mhm_countryName': 'Benin', 'mhm_countryCode': 'BEN', 'mhm_elevation': '19', 'mhm_pid': '196992607', 'mhm_ExtraData': '', 'mhm_BreedingGroundEliminated': 'True', 'mhm_AbdomenCloseupPhotoUrls': '', 'mhm_MeasurementElevation': '19', 'mhm_MosquitoEggs': 'True', 'mhm_Genus': '', 'mhm_MosquitoEggCount': '', 'mhm_WaterSource': '', 'mhm_MosquitoAdults': 'dish or pot', 'mhm_Species': 'True', 'mhm_Comments': 'Mais les moustiques observés sont morts', 'mhm_MosquitoPupae': '', 'mhm_DataSource': 'True', 'mhm_Latitude': '6.47657', 'mhm_LastIdentifyStage': 'https://data.globe.gov/system/photos/2018/06/14/764017/original.jpg; https://data.globe.gov/system/photos/2018/06/14/764018/original.jpg; https://data.globe.gov/system/photos/2018/06/14/764019/original.jpg; https://data.globe.gov/system/photos/2018/06/14/764020/original.jpg; https://data.globe.gov/system/photos/2018/06/14/764021/original.jpg', 'mhm_Longitude': '2.63914', 'mhm_WaterSourceType': 'identify-siphon-hairs', 'mhm_MosquitoHabitatMapperId': '2896', 'mhm_HasGenus': '0', 'mhm_IsGenusOfInterest': '0', 'mhm_IsWaterSourceContainer': '1', 'mhm_HasWaterSource': '1'}, 'raw context 2': {'mhm_PhotoCount': '5', 'mhm_RejectedCount': '0', 'mhm_PendingCount': '0', 'mhm_PhotoBitBinary': '010', 'mhm_PhotoBitDecimal': '2', 'mhm_SubCompletenessScore': '0.25', 'mhm_CumulativeCompletenessScore': '0.85'}}",60.893738961039,51.9983
2018-06-14,6.47657000016715,2.63913999971109,"{'context': {'mhm_elevation': '19', 'mhm_WaterSource': ''}, 'Larva Presence': {'mhm_LarvaeCount': '41', 'mhm_LarvaeCountMagnitude': '0', 'mhm_LarvaeCountIsRangeFlag': '0', 'mhm_LarvaFullBodyPhotoUrls': 'GLOBE Observer App', 'mhm_LocationMethod': '', 'mhm_LocationAccuracyM': '-9999'}, 'raw context 1': {'mhm_protocol': 'mosquito_habitat_mapper', 'mhm_updateDate': '2022-02-22 09:00:07', 'mhm_publishDate': '2022-06-28 16:50:17', 'mhm_organizationId': '23502801', 'mhm_countryName': 'Benin', 'mhm_countryCode': 'BEN', 'mhm_elevation': '19', 'mhm_pid': '196992608', 'mhm_ExtraData': '', 'mhm_BreedingGroundEliminated': 'True', 'mhm_AbdomenCloseupPhotoUrls': '', 'mhm_MeasurementElevation': '19', 'mhm_MosquitoEggs': 'True', 'mhm_Genus': '', 'mhm_MosquitoEggCount': '', 'mhm_WaterSource': '', 'mhm_MosquitoAdults': 'dish or pot', 'mhm_Species': 'False', 'mhm_Comments': '', 'mhm_MosquitoPupae': '', 'mhm_DataSource': 'True', 'mhm_Latitude': '6.47657', 'mhm_LastIdentifyStage': 'https://data.globe.gov/system/photos/2018/06/14/764029/original.jpg; https://data.globe.gov/system/photos/2018/06/14/764030/original.jpg; https://data.globe.gov/system/photos/2018/06/14/764031/original.jpg; https://data.globe.gov/system/photos/2018/06/14/764032/original.jpg; https://data.globe.gov/system/photos/2018/06/14/764033/original.jpg; https://data.globe.gov/system/photos/2018/06/14/764034/original.jpg', 'mhm_Longitude': '2.63914', 'mhm_WaterSourceType': 'identify-saddle', 'mhm_MosquitoHabitatMapperId': '2897', 'mhm_HasGenus': '0', 'mhm_IsGenusOfInterest': '0', 'mhm_IsWaterSourceContainer': '1', 'mhm_HasWaterSource': '1'}, 'raw context 2': {'mhm_PhotoCount': '8', 'mhm_RejectedCount': '0', 'mhm_PendingCount': '0', 'mhm_PhotoBitBinary': '110', 'mhm_PhotoBitDecimal': '6', 'mhm_SubCompletenessScore': '0.5', 'mhm_CumulativeCompletenessScore': '0.85'}}",60.893738961039,51.9983
2018-06-14,6.47657000016715,2.63913999971109,"{'context': {'mhm_elevation': '19', 'mhm_WaterSource': ''}, 'Larva Presence': {'mhm_LarvaeCount': '36', 'mhm_LarvaeCountMagnitude': '0', 'mhm_LarvaeCountIsRangeFlag': '0', 'mhm_LarvaFullBodyPhotoUrls': 'GLOBE Observer App', 'mhm_LocationMethod': '', 'mhm_LocationAccuracyM': '-9999'}, 'raw context 1': {'mhm_protocol': 'mosquito_habitat_mapper', 'mhm_updateDate': '2022-02-22 09:00:07', 'mhm_publishDate': '2022-06-28 16:50:17', 'mhm_organizationId': '105622', 'mhm_countryName': 'Benin', 'mhm_countryCode': 'BEN', 'mhm_elevation': '19', 'mhm_pid': '196992609', 'mhm_ExtraData': '', 'mhm_BreedingGroundEliminated': 'True', 'mhm_AbdomenCloseupPhotoUrls': '', 'mhm_MeasurementElevation': '19', 'mhm_MosquitoEggs': 'True', 'mhm_Genus': '', 'mhm_MosquitoEggCount': '', 'mhm_WaterSource': '', 'mhm_MosquitoAdults': 'dish or pot', 'mhm_Species': 'False', 'mhm_Comments': '', 'mhm_MosquitoPupae': '', 'mhm_DataSource': 'False', 'mhm_Latitude': '6.47657', 'mhm_LastIdentifyStage': 'https://data.globe.gov/system/photos/2018/06/14/764040/original.jpg', 'mhm_Longitude': '2.63914', 'mhm_WaterSourceType': 'identify-saddle-comb', 'mhm_MosquitoHabitatMapperId': '2898', 'mhm_HasGenus': '0', 'mhm_IsGenusOfInterest': '0', 'mhm_IsWaterSourceContainer': '1', 'mhm_HasWaterSource': '1'}, 'raw context 2': {'mhm_PhotoCount': '1', 'mhm_RejectedCount': '0', 'mhm_PendingCount': '0', 'mhm_PhotoBitBinary': '010', 'mhm_PhotoBitDecimal': '2', 'mhm_SubCompletenessScore': '0.25', 'mhm_CumulativeCompletenessScore': '0.83'}}",60.893738961039,51.9983
2018-06-15,6.48287000035792,2.5939200003729,"{'context': {'mhm_elevation': '17', 'mhm_WaterSource': ''}, 'Larva Presence': {'mhm_LarvaeCount': '42', 'mhm_LarvaeCountMagnitude': '0', 'mhm_LarvaeCountIsRangeFlag': '0', 'mhm_LarvaFullBodyPhotoUrls': 'GLOBE Observer App', 'mhm_LocationMethod': '', 'mhm_LocationAccuracyM': '-9999'}, 'raw context 1': {'mhm_protocol': 'mosquito_habitat_mapper', 'mhm_updateDate': '2022-02-22 09:00:07', 'mhm_publishDate': '2022-06-28 16:50:17', 'mhm_organizationId': '105622', 'mhm_countryName': 'Benin', 'mhm_countryCode': 'BEN', 'mhm_elevation': '17', 'mhm_pid': '196992620', 'mhm_ExtraData': '', 'mhm_BreedingGroundEliminated': 'True', 'mhm_AbdomenCloseupPhotoUrls': '', 'mhm_MeasurementElevation': '17', 'mhm_MosquitoEggs': 'False', 'mhm_Genus': '', 'mhm_MosquitoEggCount': '', 'mhm_WaterSource': '', 'mhm_MosquitoAdults': 'tire', 'mhm_Species': 'False', 'mhm_Comments': '', 'mhm_MosquitoPupae': '', 'mhm_DataSource': 'True', 'mhm_Latitude': '6.48287', 'mhm_LastIdentifyStage': 'https://data.globe.gov/system/photos/2018/06/15/765138/original.jpg', 'mhm_Longitude': '2.59392', 'mhm_WaterSourceType': 'identify-siphon-shape', 'mhm_MosquitoHabitatMapperId': '2916', 'mhm_HasGenus': '0', 'mhm_IsGenusOfInterest': '0', 'mhm_IsWaterSourceContainer': '1', 'mhm_HasWaterSource': '1'}, 'raw context 2': {'mhm_PhotoCount': '2', 'mhm_RejectedCount': '0', 'mhm_PendingCount': '0', 'mhm_PhotoBitBinary': '110', 'mhm_PhotoBitDecimal': '6', 'mhm_SubCompletenessScore': '0.5', 'mhm_CumulativeCompletenessScore': '0.85'}}",60.893738961039,51.9983
2018-07-02,6.48289000019924,2.6282900003858,"{'context': {'mhm_elevation': '20', 'mhm_WaterSource': ''}, 'Larva Presence': {'mhm_LarvaeCount': '-9999', 'mhm_LarvaeCountMagnitude': '0', 'mhm_LarvaeCountIsRangeFlag': '0', 'mhm_LarvaFullBodyPhotoUrls': 'GLOBE Observer App', 'mhm_LocationMethod': '', 'mhm_LocationAccuracyM': '-9999'}, 'raw context 1': {'mhm_protocol': 'mosquito_habitat_mapper', 'mhm_updateDate': '2022-02-22 09:03:09', 'mhm_publishDate': '2022-06-28 16:50:17', 'mhm_organizationId': '17652688', 'mhm_countryName': 'Benin', 'mhm_countryCode': 'BEN', 'mhm_elevation': '20', 'mhm_pid': '196992734', 'mhm_ExtraData': '', 'mhm_BreedingGroundEliminated': 'True', 'mhm_AbdomenCloseupPhotoUrls': '', 'mhm_MeasurementElevation': '0', 'mhm_MosquitoEggs': '', 'mhm_Genus': '', 'mhm_MosquitoEggCount': '', 'mhm_WaterSource': '', 'mhm_MosquitoAdults': 'cement, metal or plastic tank', 'mhm_Species': '', 'mhm_Comments': ""Actuellement, j'ai un petit souci avec mon kit d'observation."", 'mhm_MosquitoPupae': '', 'mhm_DataSource': '', 'mhm_Latitude': '6.4832', 'mhm_LastIdentifyStage': '', 'mhm_Longitude': '2.6288', 'mhm_WaterSourceType': '', 'mhm_MosquitoHabitatMapperId': '3115', 'mhm_HasGenus': '0', 'mhm_IsGenusOfInterest': '0', 'mhm_IsWaterSourceContainer': '1', 'mhm_HasWaterSource': '1'}, 'raw context 2': {'mhm_PhotoCount': '1', 'mhm_RejectedCount': '0', 'mhm_PendingCount': '0', 'mhm_PhotoBitBinary': '100', 'mhm_PhotoBitDecimal': '4', 'mhm_SubCompletenessScore': '0.25', 'mhm_CumulativeCompletenessScore': '0.77'}}",56.1264662337662,53.8446
2018-07-06,6.53988999984095,2.64362000044096,"{'context': {'mhm_elevation': '33', 'mhm_WaterSource': ''}, 'Larva Presence': {'mhm_LarvaeCount': '7', 'mhm_LarvaeCountMagnitude': '0', 'mhm_LarvaeCountIsRangeFlag': '0', 'mhm_LarvaFullBodyPhotoUrls': 'GLOBE Observer App', 'mhm_LocationMethod': 'Anopheles', 'mhm_LocationAccuracyM': '-9999'}, 'raw context 1': {'mhm_protocol': 'mosquito_habitat_mapper', 'mhm_updateDate': '2022-02-22 09:03:09', 'mhm_publishDate': '2022-06-28 16:50:17', 'mhm_organizationId': '23705701', 'mhm_countryName': 'Benin', 'mhm_countryCode': 'BEN', 'mhm_elevation': '33', 'mhm_pid': '196992818', 'mhm_ExtraData': '', 'mhm_BreedingGroundEliminated': 'True', 'mhm_AbdomenCloseupPhotoUrls': '', 'mhm_MeasurementElevation': '0', 'mhm_MosquitoEggs': 'False', 'mhm_Genus': '', 'mhm_MosquitoEggCount': '', 'mhm_WaterSource': '', 'mhm_MosquitoAdults': 'puddle, vehhicle or animal tracks', 'mhm_Species': 'False', 'mhm_Comments': '', 'mhm_MosquitoPupae': '', 'mhm_DataSource': 'False', 'mhm_Latitude': '6.5406', 'mhm_LastIdentifyStage': '', 'mhm_Longitude': '2.6445', 'mhm_WaterSourceType': 'identify-no-siphon', 'mhm_MosquitoHabitatMapperId': '3296', 'mhm_HasGenus': '1', 'mhm_IsGenusOfInterest': '1', 'mhm_IsWaterSourceContainer': '0', 'mhm_HasWaterSource': '1'}, 'raw context 2': {'mhm_PhotoCount': '2', 'mhm_RejectedCount': '0', 'mhm_PendingCount': '0', 'mhm_PhotoBitBinary': '100', 'mhm_PhotoBitDecimal': '4', 'mhm_SubCompletenessScore': '0.5', 'mhm_CumulativeCompletenessScore': '0.85'}}",56.1264662337662,53.8446
2018-08-13,6.48741000021147,2.62376000032555,"{'context': {'mhm_elevation': '19', 'mhm_WaterSource': ''}, 'Larva Presence': {'mhm_LarvaeCount': '-9999', 'mhm_LarvaeCountMagnitude': '0', 'mhm_LarvaeCountIsRangeFlag': '0', 'mhm_LarvaFullBodyPhotoUrls': 'GLOBE Observer App', 'mhm_LocationMethod': '', 'mhm_LocationAccuracyM': '-9999'}, 'raw context 1': {'mhm_protocol': 'mosquito_habitat_mapper', 'mhm_updateDate': '2022-02-22 09:05:48', 'mhm_publishDate': '2022-06-28 16:50:17', 'mhm_organizationId': '6507809', 'mhm_countryName': 'Benin', 'mhm_countryCode': 'BEN', 'mhm_elevation': '19', 'mhm_pid': '196993047', 'mhm_ExtraData': '', 'mhm_BreedingGroundEliminated': 'True', 'mhm_AbdomenCloseupPhotoUrls': '', 'mhm_MeasurementElevation': '0', 'mhm_MosquitoEggs': 'False', 'mhm_Genus': '', 'mhm_MosquitoEggCount': '', 'mhm_WaterSource': '', 'mhm_MosquitoAdults': 'other', 'mhm_Species': 'True', 'mhm_Comments': ""J'ai constaté que le moustique adulte observé n'as pas pu voler."", 'mhm_MosquitoPupae': '', 'mhm_DataSource': 'True', 'mhm_Latitude': '6.488', 'mhm_LastIdentifyStage': '', 'mhm_Longitude': '2.6245', 'mhm_WaterSourceType': 'identify-siphon-shape', 'mhm_MosquitoHabitatMapperId': '3751', 'mhm_HasGenus': '0', 'mhm_IsGenusOfInterest': '0', 'mhm_IsWaterSourceContainer': '0', 'mhm_HasWaterSource': '1'}, 'raw context 2': {'mhm_PhotoCount': '2', 'mhm_RejectedCount': '0', 'mhm_PendingCount': '0', 'mhm_PhotoBitBinary': '100', 'mhm_PhotoBitDecimal': '4', 'mhm_SubCompletenessScore': '0.25', 'mhm_CumulativeCompletenessScore': '0.85'}}",49.2276701298701,55.2875
2018-08-17,9.33672999987147,2.64484999977911,"{'context': {'mhm_elevation': '361', 'mhm_WaterSource': ''}, 'Larva Presence': {'mhm_LarvaeCount': '3', 'mhm_LarvaeCountMagnitude': '0', 'mhm_LarvaeCountIsRangeFlag': '0', 'mhm_LarvaFullBodyPhotoUrls': 'GLOBE Observer App', 'mhm_LocationMethod': '', 'mhm_LocationAccuracyM': '-9999'}, 'raw context 1': {'mhm_protocol': 'mosquito_habitat_mapper', 'mhm_updateDate': '2022-02-22 09:05:48', 'mhm_publishDate': '2022-06-28 16:50:17', 'mhm_organizationId': '73282', 'mhm_countryName': 'Benin', 'mhm_countryCode': 'BEN', 'mhm_elevation': '361', 'mhm_pid': '196993095', 'mhm_ExtraData': '', 'mhm_BreedingGroundEliminated': 'True', 'mhm_AbdomenCloseupPhotoUrls': '', 'mhm_MeasurementElevation': '0', 'mhm_MosquitoEggs': 'True', 'mhm_Genus': '', 'mhm_MosquitoEggCount': '', 'mhm_WaterSource': '', 'mhm_MosquitoAdults': 'well or cistern', 'mhm_Species': 'True', 'mhm_Comments': '', 'mhm_MosquitoPupae': '', 'mhm_DataSource': 'True', 'mhm_Latitude': '9.3371', 'mhm_LastIdentifyStage': '', 'mhm_Longitude': '2.6451', 'mhm_WaterSourceType': 'identify', 'mhm_MosquitoHabitatMapperId': '3882', 'mhm_HasGenus': '0', 'mhm_IsGenusOfInterest': '0', 'mhm_IsWaterSourceContainer': '1', 'mhm_HasWaterSource': '1'}, 'raw context 2': {'mhm_PhotoCount': '1', 'mhm_RejectedCount': '0', 'mhm_PendingCount': '0', 'mhm_PhotoBitBinary': '100', 'mhm_PhotoBitDecimal': '4', 'mhm_SubCompletenessScore': '0.25', 'mhm_CumulativeCompletenessScore': '0.83'}}",59.527187012987,55.4393
2018-08-18,9.33672999987147,2.64484999977911,"{'context': {'mhm_elevation': '361', 'mhm_WaterSource': ''}, 'Larva Presence': {'mhm_LarvaeCount': '101', 'mhm_LarvaeCountMagnitude': '2', 'mhm_LarvaeCountIsRangeFlag': '0', 'mhm_LarvaFullBodyPhotoUrls': 'GLOBE Observer App', 'mhm_LocationMethod': '', 'mhm_LocationAccuracyM': '-9999'}, 'raw context 1': {'mhm_protocol': 'mosquito_habitat_mapper', 'mhm_updateDate': '2022-02-22 09:05:48', 'mhm_publishDate': '2022-06-28 16:50:17', 'mhm_organizationId': '73282', 'mhm_countryName': 'Benin', 'mhm_countryCode': 'BEN', 'mhm_elevation': '361', 'mhm_pid': '196993105', 'mhm_ExtraData': '', 'mhm_BreedingGroundEliminated': 'False', 'mhm_AbdomenCloseupPhotoUrls': '', 'mhm_MeasurementElevation': '0', 'mhm_MosquitoEggs': 'True', 'mhm_Genus': '', 'mhm_MosquitoEggCount': '', 'mhm_WaterSource': '', 'mhm_MosquitoAdults': 'well or cistern', 'mhm_Species': 'True', 'mhm_Comments': '', 'mhm_MosquitoPupae': '', 'mhm_DataSource': 'True', 'mhm_Latitude': '9.3368', 'mhm_LastIdentifyStage': '', 'mhm_Longitude': '2.6457', 'mhm_WaterSourceType': 'identify-verify-larva', 'mhm_MosquitoHabitatMapperId': '3899', 'mhm_HasGenus': '0', 'mhm_IsGenusOfInterest': '0', 'mhm_IsWaterSourceContainer': '1', 'mhm_HasWaterSource': '1'}, 'raw context 2': {'mhm_PhotoCount': '1', 'mhm_RejectedCount': '0', 'mhm_PendingCount': '0', 'mhm_PhotoBitBinary': '100', 'mhm_PhotoBitDecimal': '4', 'mhm_SubCompletenessScore': '0.25', 'mhm_CumulativeCompletenessScore': '0.83'}}",59.527187012987,55.4393
2018-08-18,9.32587999999528,2.64668000006519,"{'context': {'mhm_elevation': '354', 'mhm_WaterSource': ''}, 'Larva Presence': {'mhm_LarvaeCount': '10', 'mhm_LarvaeCountMagnitude': '0', 'mhm_LarvaeCountIsRangeFlag': '0', 'mhm_LarvaFullBodyPhotoUrls': 'GLOBE Observer App', 'mhm_LocationMethod': 'Anopheles', 'mhm_LocationAccuracyM': '-9999'}, 'raw context 1': {'mhm_protocol': 'mosquito_habitat_mapper', 'mhm_updateDate': '2022-02-22 09:05:48', 'mhm_publishDate': '2022-06-28 16:50:17', 'mhm_organizationId': '47064801', 'mhm_countryName': 'Benin', 'mhm_countryCode': 'BEN', 'mhm_elevation': '354', 'mhm_pid': '196993117', 'mhm_ExtraData': '', 'mhm_BreedingGroundEliminated': 'True', 'mhm_AbdomenCloseupPhotoUrls': '', 'mhm_MeasurementElevation': '0', 'mhm_MosquitoEggs': 'True', 'mhm_Genus': '', 'mhm_MosquitoEggCount': '', 'mhm_WaterSource': '', 'mhm_MosquitoAdults': 'well or cistern', 'mhm_Species': 'True', 'mhm_Comments': '', 'mhm_MosquitoPupae': '', 'mhm_DataSource': 'False', 'mhm_Latitude': '9.3264', 'mhm_LastIdentifyStage': 'https://data.globe.gov/system/photos/2018/08/18/819620/original.jpg', 'mhm_Longitude': '2.6468', 'mhm_WaterSourceType': 'identify-no-siphon', 'mhm_MosquitoHabitatMapperId': '3987', 'mhm_HasGenus': '1', 'mhm_IsGenusOfInterest': '1', 'mhm_IsWaterSourceContainer': '1', 'mhm_HasWaterSource': '1'}, 'raw context 2': {'mhm_PhotoCount': '2', 'mhm_RejectedCount': '0', 'mhm_PendingCount': '0', 'mhm_PhotoBitBinary': '110', 'mhm_PhotoBitDecimal': '6', 'mhm_SubCompletenessScore': '0.75', 'mhm_CumulativeCompletenessScore': '0.87'}}",59.527187012987,55.4393
