,date,lat,lon,parameters,rfh_avg,vim_avg
1,2018-06-14,6.47657000016715,2.63913999971109,41,60.893738961039,51.9983
2,2018-06-14,6.47657000016715,2.63913999971109,36,60.893738961039,51.9983
3,2018-06-15,6.48287000035792,2.5939200003729,42,60.893738961039,51.9983
5,2018-07-06,6.53988999984095,2.64362000044096,7,56.1264662337662,53.8446
7,2018-08-17,9.33672999987147,2.64484999977911,3,59.527187012987,55.4393
8,2018-08-18,9.33672999987147,2.64484999977911,10,59.527187012987,55.4393
9,2018-08-18,9.32587999999528,2.64668000006519,10,59.527187012987,55.4393
10,2018-08-18,9.32490999983574,2.58658000003535,1,59.527187012987,55.4393
11,2018-08-18,9.32310999986149,2.59295000042743,4,59.527187012987,55.4393
12,2018-08-19,9.89093999962609,2.47551999956372,18,59.527187012987,55.4393
13,2018-08-19,9.35570999962169,2.63299000032536,18,59.527187012987,55.4393
14,2018-08-20,8.41274000011694,1.89364999963456,11,59.527187012987,55.4393
15,2018-08-20,9.31861999980692,2.62119000024775,18,59.527187012987,55.4393
16,2018-08-21,9.32587000004394,2.64303000043708,22,59.527187012987,55.4393
17,2018-08-21,8.41183999998771,1.89275000000928,19,59.527187012987,55.4393
19,2018-08-22,8.40821999972208,1.892760000055,32,59.527187012987,55.4393
20,2018-08-23,9.32129000018972,2.58567000036431,4,59.527187012987,55.4393
26,2018-09-02,9.32403999969257,2.62300000044236,47,55.4485948051948,55.5117
27,2018-09-07,8.05943000015335,2.51082000023743,10,56.9985662337662,55.4647
30,2018-11-03,6.6396600000807,1.71271000021068,1,13.1407506493506,50.5687
31,2018-11-03,6.63966999997749,1.71452000040529,20,13.1407506493506,50.5687
33,2018-11-03,6.63786000018074,1.71361999988168,15,13.1407506493506,50.5687
34,2018-11-03,6.6396600000807,1.71271000021068,0,13.1407506493506,50.5687
37,2018-11-03,6.63966999997749,1.71452000040529,12,13.1407506493506,50.5687
39,2018-11-13,6.7338499997712,1.76222000030792,4,6.30159350649351,48.2879
42,2018-11-19,6.40672999966876,1.88418000033354,5,5.55767922077922,45.6838
43,2018-11-19,6.40672999966876,1.88418000033354,5,5.55767922077922,45.6838
66,2019-01-05,7.18313000039258,2.0580799998938,2,1.49958181818182,34.6449
69,2019-01-11,6.39035000006121,2.35528000021937,4,1.00666753246753,32.778
71,2019-01-14,7.17855999966035,2.03635000020765,4,1.00666753246753,32.778
72,2019-01-14,7.18224000020614,2.06712999996857,2,1.00666753246753,32.778
73,2019-01-14,7.17855999966035,2.03363000034205,3,1.00666753246753,32.778
75,2019-01-18,7.16950000009442,2.02913000041903,6,2.56062987012987,31.8069
76,2019-01-18,7.16950000009442,2.02913000041903,3,2.56062987012987,31.8069
77,2019-01-18,7.16950000009442,2.02913000041903,3,2.56062987012987,31.8069
79,2019-01-18,7.16950000009442,2.02913000041903,5,2.56062987012987,31.8069
80,2019-01-18,7.16950000009442,2.02913000041903,4,2.56062987012987,31.8069
87,2019-02-09,6.36952999976658,2.33812999992385,20,9.12358571428571,31.7238
88,2019-02-20,7.19578999965497,2.05623999956196,9,7.29612337662338,32.421
89,2019-02-21,7.17856999975306,2.04268999956421,3,7.29612337662338,32.421
90,2019-02-26,7.16950000009442,2.03093999971531,4,15.2207831168831,33.5133
91,2019-02-26,7.16950000009442,2.03093999971531,4,15.2207831168831,33.5133
92,2019-02-28,7.17855999966035,2.03454000001304,6,15.2207831168831,33.5133
93,2019-02-28,7.17855999966035,2.03454000001304,3,15.2207831168831,33.5133
94,2019-02-28,7.17855999966035,2.03454000001304,3,15.2207831168831,33.5133
95,2019-02-28,7.17855999966035,2.03454000001304,3,15.2207831168831,33.5133
96,2019-02-28,7.17855999966035,2.03454000001304,4,15.2207831168831,33.5133
97,2019-02-28,7.17855999966035,2.03454000001304,4,15.2207831168831,33.5133
98,2019-02-28,7.17855999966035,2.03454000001304,3,15.2207831168831,33.5133
99,2019-03-01,9.35300000035687,2.63299000032536,15,15.2207831168831,33.5133
106,2019-03-18,9.3511900000127,2.63299000032536,27,21.6696558441558,36.9679
107,2019-03-19,6.73559999995815,2.1648300004132,6,21.6696558441558,36.9679
139,2019-05-10,6.36969000020195,2.48098000028481,80,45.9982597402598,47.2587
178,2019-05-28,6.38849999971587,2.31821000043231,15,62.1443662337662,50.7229
179,2019-05-30,6.40375000015474,2.23047999977917,10,62.1443662337662,50.7229
222,2019-08-18,10.2716799998008,1.3774199999239,3,59.527187012987,55.4393
223,2019-08-18,10.2680699996036,1.37744000001538,9,59.527187012987,55.4393
224,2019-08-18,10.2716799998008,1.3774199999239,7,59.527187012987,55.4393
225,2019-08-18,10.2680699996036,1.37834999968642,5,59.527187012987,55.4393
226,2019-08-18,10.2707800000284,1.37742999996966,4,59.527187012987,55.4393
227,2019-08-18,10.2698800003461,1.37742999996966,3,59.527187012987,55.4393
228,2019-08-18,10.2698800003461,1.37742999996966,9,59.527187012987,55.4393
229,2019-08-18,10.2716799998008,1.3774199999239,7,59.527187012987,55.4393
230,2019-08-18,10.2698800003461,1.37742999996966,9,59.527187012987,55.4393
231,2019-08-19,10.2689700000175,1.37742999996966,3,59.527187012987,55.4393
232,2019-08-21,10.3051199999864,1.37360000041644,11,59.527187012987,55.4393
235,2019-08-27,9.34667000018565,2.63936999986487,20,55.4485948051948,55.5117
236,2019-08-27,9.3548100001471,2.63662999990776,15,55.4485948051948,55.5117
238,2019-08-31,9.36565000016769,2.6229600002594,2,55.4485948051948,55.5117
239,2019-08-31,9.36384000009157,2.6229600002594,9,55.4485948051948,55.5117
240,2019-09-01,9.35301000041589,2.6439200000166,12,55.4485948051948,55.5117
277,2019-09-04,6.43014999963131,2.34889999978153,1,55.4485948051948,55.5117
278,2019-09-04,6.43014999963131,2.34889999978153,4,55.4485948051948,55.5117
280,2019-09-04,6.42924000007812,2.35070999997614,4,55.4485948051948,55.5117
292,2019-09-04,6.42924000007812,2.35070999997614,3,55.4485948051948,55.5117
299,2019-09-04,6.43014999963131,2.34889999978153,6,55.4485948051948,55.5117
300,2019-09-04,6.38679999979926,2.40773000029027,26,55.4485948051948,55.5117
301,2019-09-05,6.50096999962468,2.61018000019057,4,55.4485948051948,55.5117
302,2019-09-05,6.49917000038101,2.62012999989058,4,55.4485948051948,55.5117
305,2019-09-05,6.38504999973786,2.46741000019555,4,55.4485948051948,55.5117
306,2019-09-05,6.50006999991568,2.61832999974173,9,55.4485948051948,55.5117
307,2019-09-05,6.5036799997493,2.61018000019057,4,55.4485948051948,55.5117
311,2019-09-05,6.49826000006691,2.62103999956162,9,55.4485948051948,55.5117
314,2019-09-05,6.49643999985542,2.60747000037068,4,55.4485948051948,55.5117
315,2019-09-05,6.49826000006691,2.62194000008519,4,55.4485948051948,55.5117
317,2019-09-05,6.49826000006691,2.61923000026531,10,55.4485948051948,55.5117
319,2019-09-05,6.49917000038101,2.62012999989058,2,55.4485948051948,55.5117
322,2019-09-05,6.50006999991568,2.61832999974173,9,55.4485948051948,55.5117
323,2019-09-05,6.49917000038101,2.62012999989058,3,55.4485948051948,55.5117
325,2019-09-06,6.5942000001488,2.69243000003114,2,55.4485948051948,55.5117
326,2019-09-06,6.53080999958879,2.60021000039904,17,55.4485948051948,55.5117
327,2019-09-06,6.53171999976988,2.60201999969535,16,55.4485948051948,55.5117
329,2019-09-06,6.54079000035115,2.62824000015709,18,55.4485948051948,55.5117
